aliases,created,created_by_ref,description,external_references,goals,id,identity_class,is_family,kill_chain_phases,malware_types,modified,name,primary_motivation,sophistication,spec_version,threat_actor_types,tool_types,type,x_capabilities,summary
,2026-01-17T16:24:52.125929Z,,Darktrace is the publisher of this threat intelligence report. STIXed by TI Mindmap HUB.,,,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,organization,,,,2026-01-17T16:24:52.125929Z,Darktrace,,,2.1,,,identity,,"The object contains a threat intelligence report generated by Darktrace, which includes various details about the organization. The primary information included in this report is that Darktrace is the publisher of the report itself, indicating that it is an entity responsible for sharing threat intelligence. Additionally, the report provides a description stating that STIXed by TI Mindmap HUB was used to create this report.

Furthermore, the report includes various categories such as goals and primary motivation, although their values are undefined due to them being represented by 'nan' (Not A Number). This implies that more information is available but not explicitly stated in the provided data. Similarly, fields like sophistication, threat actor types, tool types, and malware types contain undefined or unspecified information.

The report also includes capabilities related to X- capabilities, which seem to be a relevant aspect of this entity; however, their specific details are not provided due to being represented by 'nan'. Overall, the Darktrace organization appears to be focused on publishing threat intelligence reports, but more detailed information about its goals, motivations, and other attributes is needed to fully understand its nature."
,2026-01-17T16:24:52.125929Z,,Signe Zaharka is the primary author of this threat intelligence report. STIXed by TI Mindmap HUB.,,,identity--c8384a3b-1160-aaea-5d44-b360ff69bde7,individual,,,,2026-01-17T16:24:52.125929Z,Signe Zaharka,,,2.1,,,identity,,"The object contains information about a threat intelligence report related to Signe Zaharka. The primary author of this report is Signe Zaharka, indicating that she is the person responsible for compiling and presenting the findings in this report. This report appears to be STIXed by TI Mindmap HUB, suggesting a standardization process was used to format and present the information.

The description provided suggests that the report provides insight into individual threats or actors, as it falls under the category of ""individual"" threat actor types. However, further details such as goals, kill chain phases, malware types, and sophistication are missing from the object due to being represented by nan values (indicating undefined or missing data).

Despite this lack of information, the report is considered a type of identity-based report, focusing on individual threats rather than broader threat actor categories. It does not seem to be associated with family groups, and it was created using STIX version 2.1.

Unfortunately, no external references are provided for further verification or validation of the report's content, which could serve as an additional layer of credibility and trustworthiness in assessing the information presented."
,2026-01-17T16:24:52.125929Z,,TI Mindmap HUB is an AI-powered threat intelligence platform that generates STIX bundles from OSINT sources.,,,identity--fbd192cb-0ab2-33e3-92cc-c2456bf8d439,organization,,,,2026-01-17T16:24:52.125929Z,TI Mindmap HUB,,,2.1,,,identity,,"The object contains a description of the TI Mindmap HUB, which is an AI-powered threat intelligence platform that generates STIX bundles from OSINT sources. This indicates that the platform's primary function is to analyze and process Open-Source Intelligence (OSINT) data to create standardized, machine-readable files called STIX bundles."
,2026-01-17T16:25:12.322442Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa ransomware actors frequently gain initial access to victim environments by exploiting vulnerabilities in remote monitoring and management (RMM) tools. Specifically, they target unpatched or misconfigured SimpleHelp RMM servers (CVE-2024-57726, CVE-2024-57727, CVE-2024-57728), ConnectWise ScreenConnect (CVE-2024-1709), and other RMM platforms. By leveraging these flaws, the attackers bypass authentication or gain elevated privileges, allowing them to infiltrate the network without needing to rely on phishing or stolen credentials. This approach is highly effective due to the widespread deployment of RMM tools and the critical access they provide to IT infrastructure.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1190/"", ""external_id"": ""T1190""}]",,attack-pattern--53349efe-ad07-8c98-465a-1735036d8de8,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-17T16:25:12.322442Z,Initial Access via Exploitation of RMM Vulnerabilities,,,2.1,,,attack-pattern,,"The object contains information about a specific attack pattern involving the exploitation of vulnerabilities in remote monitoring and management (RMM) tools to gain initial access to victim environments. Medusa ransomware actors frequently target unpatched or misconfigured RMM servers, including SimpleHelp RMM servers, ConnectWise ScreenConnect, and other RMM platforms, to bypass authentication or gain elevated privileges.

By leveraging these vulnerabilities, the attackers can infiltrate the network without relying on phishing or stolen credentials, making this approach highly effective due to the widespread deployment of RMM tools and the critical access they provide to IT infrastructure. The attack pattern is categorized under the MITRE ATT&CK framework, specifically in the initial-access phase.

The primary method of exploitation involves targeting unpatched or misconfigured RMM servers, which can be done using techniques such as exploiting vulnerabilities in Remote Desktop Protocol (RDP) or other authentication mechanisms. This allows the attackers to bypass traditional security controls and gain access to sensitive areas of the network without needing to rely on social engineering tactics.

Overall, this attack pattern highlights the importance of keeping RMM tools up-to-date and patched, as well as ensuring proper configuration and monitoring, to prevent similar attacks from occurring in the future."
,2026-01-17T16:25:12.322561Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa actors often collaborate with initial access brokers (IABs) who sell access to compromised devices or accounts. These brokers typically obtain access through phishing, credential stuffing, or brute-force attacks. Medusa leverages this purchased access to bypass traditional perimeter defenses and immediately begin post-compromise activities. This outsourcing of initial compromise enables rapid scaling and diversification of targets, as the ransomware operators do not need to conduct the initial intrusion themselves.",,,attack-pattern--c6f83e59-cef6-fc08-c04b-4dc95475d887,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-17T16:25:12.322561Z,Abuse of Purchased Access from Initial Access Brokers,,,2.1,,,attack-pattern,,"The object contains information about a specific attack pattern, which is identified as the ""Abuse of Purchased Access from Initial Access Brokers"". This attack pattern involves Medusa actors collaborating with initial access brokers who sell access to compromised devices or accounts. The brokers typically obtain this access through phishing, credential stuffing, or brute-force attacks.

Medusa leverages this purchased access to bypass traditional perimeter defenses and immediately begin post-compromise activities. This outsourcing of initial compromise enables rapid scaling and diversification of targets, as the ransomware operators do not need to conduct the initial intrusion themselves. 

The primary mechanism behind this attack pattern is the use of purchased access from initial access brokers, which allows Medusa to bypass traditional perimeter defenses."
,2026-01-17T16:25:12.323153Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"After gaining access to SimpleHelp management servers, Medusa threat actors edit server configuration files to redirect existing SimpleHelp RMM agents to communicate with unauthorized servers under their control. This technique allows the attackers to maintain persistent access to compromised endpoints, even if the initial infection vector is remediated. By hijacking legitimate RMM infrastructure, they blend in with normal administrative activity and evade detection, ensuring long-term access for further malicious operations.",,,attack-pattern--db6fd45c-82b0-2e1e-d367-40076ee9cf0f,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""persistence""}]",,2026-01-17T16:25:12.323153Z,Persistence via RMM Agent Reconfiguration,,,2.1,,,attack-pattern,,"The object contains information about an attack pattern, specifically ""Persistence via RMM Agent Reconfiguration."" This technique involves Medusa threat actors gaining access to SimpleHelp management servers and editing server configuration files to redirect existing SimpleHelp RMM agents to communicate with unauthorized servers under their control. By doing so, the attackers can maintain persistent access to compromised endpoints, even if the initial infection vector is remediated.

This tactic allows the attackers to blend in with normal administrative activity and evade detection, ensuring long-term access for further malicious operations. The use of legitimate RMM infrastructure enables the attackers to avoid detection by mimicking legitimate activity, thereby prolonging their access to compromised systems."
,2026-01-17T16:25:12.323308Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa utilizes legitimate RMM tools such as SimpleHelp and Atera for command and control (C2) operations. By leveraging these platforms, the attackers can issue commands, transfer files, and control compromised systems remotely. The use of legitimate software allows them to evade network-based detection mechanisms, as traffic to RMM servers is typically permitted and considered benign. This technique is particularly effective in environments where RMM tools are widely used for IT support and maintenance.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1219/"", ""external_id"": ""T1219""}]",,attack-pattern--1d74e0bd-50d8-89e8-14a9-2cfac7644e3d,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""command-and-control""}]",,2026-01-17T16:25:12.323308Z,Command and Control via Legitimate RMM Tools,,,2.1,,,attack-pattern,,"The object contains information about an attack pattern known as ""Command and Control via Legitimate RMM Tools"". This technique involves utilizing legitimate Remote Monitoring Management (RMM) tools, such as SimpleHelp and Atera, for command and control operations. The attackers use these platforms to issue commands, transfer files, and control compromised systems remotely.

By leveraging these legitimate software tools, the attackers can evade network-based detection mechanisms, as traffic to RMM servers is typically permitted and considered benign. This technique is particularly effective in environments where RMM tools are widely used for IT support and maintenance.

According to external references, this attack pattern aligns with Mitre-Attack Technique T1219, which involves using legitimate software or services to facilitate malicious activity. The use of legitimate RMM tools as a means of command and control allows the attackers to remain under the radar of traditional security measures that focus on suspicious network traffic.

The primary goal of this attack pattern is to establish a persistent presence in the targeted environment, allowing for ongoing exploitation and control of compromised systems."
,2026-01-17T16:25:12.323453Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Once inside a network, Medusa actors use RMM tools to move laterally between systems. By exploiting the administrative capabilities of platforms like SimpleHelp, they can access additional endpoints, deploy ransomware payloads, and expand their foothold within the organization. This method allows for stealthy lateral movement, as actions performed via RMM tools often mimic legitimate IT operations and are less likely to trigger security alerts.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1021/004/"", ""external_id"": ""T1021.004""}]",,attack-pattern--4618cdb0-d3d1-18d0-cadd-bd7e25fb16c0,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""lateral-movement""}]",,2026-01-17T16:25:12.323453Z,Lateral Movement Using RMM Functionality,,,2.1,,,attack-pattern,,"The object contains information about an attack pattern referred to as ""Lateral Movement Using RMM Functionality"". This type of attack involves Medusa actors using Remote Monitoring Management (RMM) tools to move laterally within a network. The attackers exploit the administrative capabilities of platforms like SimpleHelp to access additional endpoints, deploy ransomware payloads, and expand their foothold within the organization.

The actions performed via RMM tools often mimic legitimate IT operations and are less likely to trigger security alerts, allowing for stealthy lateral movement. This attack pattern is associated with a technique identified as T1021.004 in the MITRE-Attack framework, indicating that it involves the use of remote access tools to facilitate lateral movement.

The primary goal of this attack pattern is to enable Medusa actors to move laterally within an organization's network, allowing them to expand their control and access to sensitive systems and data. The sophistication level of this attack pattern is not specified in the provided information, but it is clear that it requires a certain degree of technical expertise and knowledge of the RMM tools and platforms involved.

Overall, the ""Lateral Movement Using RMM Functionality"" attack pattern is a sophisticated and stealthy method used by Medusa actors to move laterally within an organization's network, making it challenging for security teams to detect and respond to this type of threat."
,2026-01-17T16:25:12.323749Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa ransomware operators use RMM tools not only for persistence and control but also for data exfiltration. By leveraging the file transfer capabilities of SimpleHelp and similar platforms, they can extract sensitive data from victim networks without raising suspicion. This technique exploits the trusted nature of RMM traffic and allows attackers to bypass traditional data loss prevention controls.",,,attack-pattern--e207fb08-e390-62d1-f725-96d8419ad08d,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""exfiltration""}]",,2026-01-17T16:25:12.323749Z,Data Exfiltration via RMM Channels,,,2.1,,,attack-pattern,,"The object contains information about an attack pattern called ""Data Exfiltration via RMM Channels"". The attackers, who are identified as Medusa ransomware operators, use Remote Monitoring Management (RMM) tools for persistence and control. They also exploit the trusted nature of RMM traffic to extract sensitive data from victim networks without raising suspicion.

The technique used by the attackers allows them to bypass traditional data loss prevention controls, making it difficult for organizations to detect such activities. The attack pattern is characterized as a sophisticated tactic that leverages the trusted nature of RMM tools and platforms like SimpleHelp to exfiltrate sensitive data.

It's worth noting that the attack pattern has no known aliases, goals, or primary motivation, which suggests that it may be a relatively new or unknown tactic employed by threat actors. The sophistication level associated with this attack pattern is also undefined, indicating that more research may be needed to fully understand its capabilities and implications.

Overall, the ""Data Exfiltration via RMM Channels"" attack pattern highlights the importance of monitoring and detecting unusual activity within Remote Monitoring Management channels, as well as implementing robust data loss prevention controls to prevent sensitive information from being exfiltrated."
,2026-01-17T16:25:12.328528Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa employs a triple extortion model, going beyond traditional ransomware tactics. After encrypting data, they threaten victims with public data leaks and apply additional pressure through distributed denial-of-service (DDoS) attacks or by contacting the victim’s customers directly. This multi-pronged approach increases the likelihood of ransom payment by targeting both the organization’s operations and reputation, as well as its relationships with external stakeholders.",,,attack-pattern--b87fdd7b-fff7-ffe0-8539-2965d3d79cf4,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""impact""}]",,2026-01-17T16:25:12.328528Z,"Triple Extortion: Encryption, Data Leak Threats, and DDoS/Customer Contact",,,2.1,,,attack-pattern,,"The object contains information about a type of attack pattern known as Triple Extortion: Encryption, Data Leak Threats, and DDoS/Customer Contact. This attack pattern involves a combination of tactics, including encrypting data, threatening victims with public data leaks, applying additional pressure through distributed denial-of-service (DDoS) attacks or contacting the victim's customers directly. The approach employed by this attack pattern increases the likelihood of ransom payment by targeting both the organization's operations and reputation, as well as its relationships with external stakeholders."
