aliases,created,created_by_ref,description,external_references,goals,id,identity_class,is_family,kill_chain_phases,malware_types,modified,name,primary_motivation,sophistication,spec_version,threat_actor_types,tool_types,type,x_capabilities,summary
,2026-01-20T06:28:21.529241Z,,Picus Security is the publisher of this threat intelligence report. STIXed by TI Mindmap HUB.,,,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,organization,,,,2026-01-20T06:28:21.529241Z,Picus Security,,,2.1,,,identity,,"The object contains detailed information about a threat intelligence report, specifically identifying the publisher of the report, which is Picus Security. The report's description states that it was created by TI Mindmap HUB and is STIXed, indicating that it follows the Structured Threat Intelligence eXchange (STIX) format for standardizing and sharing threat intelligence data. However, some additional fields are missing or have null values, including aliases, external references, goals, kill chain phases, malware types, modification history, primary motivation, sophistication, tool types, threat actor types, and x-capabilities.

The report details the organization behind the threat intelligence, Picus Security, which is classified as an organization according to the identity class. Unfortunately, no further information is available about this organization due to missing or null values in the 'is_family' field."
,2026-01-20T06:28:21.529241Z,,TI Mindmap HUB is an AI-powered threat intelligence platform that generates STIX bundles from OSINT sources.,,,identity--fbd192cb-0ab2-33e3-92cc-c2456bf8d439,organization,,,,2026-01-20T06:28:21.529241Z,TI Mindmap HUB,,,2.1,,,identity,,"The object contains information about a threat intelligence platform called TI Mindmap HUB. This AI-powered platform is designed to generate STIX bundles from open-source intelligence (OSINT) sources. The primary function of the platform is to create threat intelligence bundles that can be used to analyze and understand potential security threats.

The TI Mindmap HUB platform falls under a specific category, referred to as an identity class, which indicates that it represents an organization rather than a traditional entity like a person or group. Additionally, the platform's sophistication level is not specified, which may indicate a lack of detailed information about its capabilities and features.

It is worth noting that the platform does not appear to have any known malware types associated with it, suggesting that it may be used for benign purposes such as threat intelligence gathering rather than malicious activities. The platform's primary motivation is also unknown, which could imply that its purpose and goals are not well-defined or publicly disclosed.

The TI Mindmap HUB platform has been designed to operate within certain kill chain phases, but the specific details of these phases are not specified in this metadata. This may indicate that the platform is intended for use in a broader context or by multiple users with different roles and responsibilities.

Overall, the available information about the TI Mindmap HUB platform suggests that it is an AI-powered tool designed to generate threat intelligence bundles from OSINT sources. However, further details about its capabilities, features, and specific uses are not provided in this metadata."
,2026-01-20T06:29:01.442984Z,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,"IntelBroker developed and deployed a malicious software strain named Endurance, written in C#. While commonly mislabeled as ransomware, Endurance primarily functioned as a wiper. Instead of encrypting files for ransom, it was designed to overwrite and permanently delete targeted files, causing irrecoverable data loss. This destructive technique was used against several US government agencies, indicating a focus on sabotage and operational disruption rather than financial extortion. The deployment of Endurance demonstrates a deliberate intent to maximize impact by erasing critical data, making recovery impossible and severely affecting victim organizations’ business continuity.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1485/"", ""external_id"": ""T1485""}]",,attack-pattern--9e3eeedc-f90d-58b6-5dd2-f03f50fe82b5,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""impact""}]",,2026-01-20T06:29:01.442984Z,Wiper Malware Deployment (Endurance),,,2.1,,,attack-pattern,,"The object contains information about a malicious software strain named Endurance, which was developed and deployed by IntelBroker. The malware primarily functioned as a wiper, overwriting and permanently deleting targeted files to cause irrecoverable data loss. This destructive technique was used against several US government agencies, indicating a focus on sabotage and operational disruption rather than financial extortion.

The deployment of Endurance demonstrates a deliberate intent to maximize impact by erasing critical data, making recovery impossible and severely affecting victim organizations' business continuity. The malware's behavior is also characterized as a prime example of the destructive potential of wiper malware, which can have severe consequences for an organization's operations.

The object references external sources that provide further information on this threat, including a reference to Mitre-attack technique T1485. This suggests that Endurance was identified and analyzed by security researchers as part of efforts to catalog and understand various attack patterns.

Overall, the object provides valuable insights into the nature and impact of wiper malware like Endurance, highlighting the importance of proactive measures to detect and prevent such threats."
,2026-01-20T06:29:01.443075Z,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,"IntelBroker leveraged the CVE-2026-21858 vulnerability in the n8n automation platform to achieve remote code execution on target systems. By exploiting this flaw, the attacker could execute arbitrary commands, deploy malware, or manipulate system configurations without needing valid credentials. This technique allowed for initial access and further compromise of vulnerable infrastructure, serving as a launchpad for subsequent malicious activities such as data exfiltration or wiper deployment. The use of a zero-day or newly disclosed RCE vulnerability demonstrates a sophisticated approach to breaching defenses and expanding foothold within target environments.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1203/"", ""external_id"": ""T1203""}]",,attack-pattern--8727d89a-3870-7312-b1e3-d08737b0f2a2,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-20T06:29:01.443075Z,Remote Code Execution via n8n CVE-2026-21858,,,2.1,,,attack-pattern,,"The object contains information about a specific attack pattern that exploits the CVE-2026-21858 vulnerability in the n8n automation platform to achieve remote code execution on target systems. This technique allows attackers to execute arbitrary commands, deploy malware, or manipulate system configurations without needing valid credentials, thereby serving as an initial access point for subsequent malicious activities such as data exfiltration or wiper deployment.

The use of a zero-day or newly disclosed RCE vulnerability demonstrates a sophisticated approach to breaching defenses and expanding foothold within target environments. This attack pattern is categorized under the MITRE-ATTACK framework, specifically T1203, which highlights its relevance in identifying and mitigating similar threats.

By leveraging this vulnerability, attackers can gain remote code execution capabilities, enabling them to execute arbitrary commands, deploy malware, or manipulate system configurations without requiring valid credentials. This technique allows for initial access and further compromise of vulnerable infrastructure, making it an attractive choice for malicious actors seeking to expand their foothold within target environments."
,2026-01-20T06:29:01.443132Z,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,"IntelBroker exploited vulnerabilities CVE-2025-55182 and CVE-2025-66478 in the React Flight Protocol to gain remote code execution capabilities. By targeting these specific flaws, the attacker could run arbitrary code on affected systems, bypassing standard authentication and security controls. This enabled the deployment of malicious payloads, lateral movement, and persistent access. The exploitation of multiple vulnerabilities in widely used protocols highlights the attacker’s technical acumen and ability to rapidly weaponize emerging threats for initial compromise and further penetration.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1203/"", ""external_id"": ""T1203""}]",,attack-pattern--8727d89a-3870-7312-b1e3-d08737b0f2a2,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-20T06:29:01.443132Z,Remote Code Execution via React Flight Protocol CVE-2025-55182 and CVE-2025-66478,,,2.1,,,attack-pattern,,"The object contains a detailed description of an attack pattern, which is categorized under the type 'attack-pattern'. This specific attack pattern involves exploiting vulnerabilities in the React Flight Protocol to gain remote code execution capabilities. The attacker leverages CVE-2025-55182 and CVE-2025-66478 to bypass standard authentication and security controls on affected systems.

By targeting these vulnerabilities, the attacker can deploy malicious payloads, facilitate lateral movement, and establish persistent access to the compromised system. This attack pattern highlights the technical acumen of the attacker, who is able to rapidly weaponize emerging threats for initial compromise and further penetration.

The exploitation of multiple vulnerabilities in widely used protocols underscores the sophistication of the attacker. The primary goal of this attack pattern appears to be establishing a foothold on the target system, which enables the deployment of malicious payloads and facilitates further attacks.

This attack pattern is associated with the 'mitre-attack' kill chain phase named 'initial-access', indicating that it is often used as an initial step in a larger attack sequence. The object does not provide detailed information on specific malware types or tool types used by this attack pattern, suggesting that the primary focus of this description lies in its overall impact and tactics rather than specifics on tools or malware employed."
,2026-01-20T06:29:01.443184Z,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,"IntelBroker utilized the CVE-2025-64446 vulnerability in FortiWeb, which involves a path traversal flaw that can be chained to achieve remote code execution. By manipulating file paths, the attacker could access restricted directories and execute unauthorized commands, gaining control over the affected web application. This technique facilitated initial access and allowed for the deployment of further malicious tools, such as wipers or data exfiltration modules. The chaining of path traversal with RCE demonstrates a multi-step exploitation process tailored to maximize the impact on web-facing infrastructure.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1203/"", ""external_id"": ""T1203""}]",,attack-pattern--8727d89a-3870-7312-b1e3-d08737b0f2a2,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-20T06:29:01.443184Z,Path Traversal Leading to Remote Code Execution (FortiWeb CVE-2025-64446),,,2.1,,,attack-pattern,,"The object contains information about an attack pattern related to a path traversal flaw that can be chained to achieve remote code execution. This technique involves manipulating file paths, allowing the attacker to access restricted directories and execute unauthorized commands. The chaining of path traversal with RCE demonstrates a multi-step exploitation process tailored to maximize the impact on web-facing infrastructure.

The attack pattern exploits a vulnerability in FortiWeb, specifically CVE-2025-64446. This vulnerability can be used by attackers to gain control over the affected web application, facilitating initial access and allowing for the deployment of further malicious tools such as wipers or data exfiltration modules.

The object mentions that this technique is part of a multi-step exploitation process. It also provides an external reference to Mitre-Attack, which details the technique (T1203) and assigns it a specific number.

Additionally, the object contains information about the kill chain phases associated with this attack pattern. In this case, it is linked to the initial-access phase of the Mitre-Attack kill chain.

There is no further information provided in the object regarding malware types, primary motivation, sophistication, threat actor types, tool types, or spec version."
,2026-01-20T06:29:01.443234Z,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,"IntelBroker’s campaigns included targeted data exfiltration modules designed to extract sensitive information from common document file types such as PDF, XLS(X), and DOC(X). These modules systematically searched for and exported files containing valuable data, including personally identifiable information (PII), financial records, and PCI data. By focusing on widely used formats, the attacker ensured maximum coverage and impact, often automating the process to efficiently harvest large volumes of confidential documents for sale or public leak on BreachForums.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1005/"", ""external_id"": ""T1005""}]",,attack-pattern--583bf174-7836-8d75-fad9-b51f43d5d35a,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""collection""}]",,2026-01-20T06:29:01.443234Z,"Data Exfiltration via Document File Types (PDF, XLSX, DOCX)",,,2.1,,,attack-pattern,,"The object contains information about an attack pattern called ""Data Exfiltration via Document File Types (PDF, XLSX, DOCX)"". This attack involves using targeted data exfiltration modules to extract sensitive information from common document file types such as PDF, XLS(X), and DOC(X). The modules systematically search for and export files containing valuable data, including personally identifiable information (PII), financial records, and PCI data. By focusing on widely used formats, the attacker ensures maximum coverage and impact, often automating the process to efficiently harvest large volumes of confidential documents for sale or public leak on BreachForums.

The attack pattern is linked to a threat actor that uses techniques defined in the Mitre ATT&CK framework, specifically T1005. The primary goal of this attack is to collect sensitive data from targeted systems."
,2026-01-20T06:29:01.443315Z,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,"IntelBroker operated as a major trafficker of stolen data on BreachForums, posting over 150 threads to sell or leak compromised information. After becoming the site’s owner, he facilitated the exchange of sensitive data, including government and financial records, to a wide audience of cybercriminals. This technique involved not only the collection and exfiltration of data but also its monetization and public exposure, amplifying the damage to victims and increasing the threat actor’s reputation within the underground community.",,,attack-pattern--0975a8bc-cd55-9ac2-adc3-981b4f7c9313,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""exfiltration""}]",,2026-01-20T06:29:01.443315Z,Data Trafficking and Leak via BreachForums,,,2.1,,,attack-pattern,,"The object contains information about a specific attack pattern associated with data trafficking and leak via BreachForums. The primary method of operation involved IntelBroker, who acted as a major trafficker of stolen data on the platform, posting over 150 threads to sell or leak compromised information. After taking control of the site, he facilitated the exchange of sensitive data, including government and financial records, among a wide audience of cybercriminals.

The technique employed by IntelBroker not only involved collecting and exfiltrating data but also monetizing it and making it publicly available, thereby amplifying the damage to victims and increasing his reputation within the underground community. This approach was particularly effective in threatening actors seeking sensitive information for personal gain.

Furthermore, the attack pattern has been categorized into a specific kill chain phase under MITRE-Attack's framework, which involves exfiltration as a key component of the attack lifecycle. Unfortunately, no further details are available regarding the sophistication level or primary motivation behind this attack pattern, making it essential to understand its broader context within the cybersecurity landscape.

Overall, IntelBroker's data trafficking and leak operation on BreachForums highlights the importance of vigilance in detecting and preventing similar cybercrimes, particularly those targeting sensitive information."
,2026-01-20T06:29:01.443408Z,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,"IntelBroker typically used Monero for its privacy features when selling stolen data. However, a critical operational security lapse occurred when he accepted Bitcoin for a transaction. Unlike Monero, Bitcoin’s blockchain is publicly traceable, allowing law enforcement to follow the transaction trail and link it to his real-world identity. This mistake directly contributed to his identification and arrest, highlighting the importance of cryptocurrency selection in maintaining anonymity during illicit operations.",,,attack-pattern--287b4001-837f-97ac-8f6c-a90609085cdf,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-20T06:29:01.443408Z,Operational Security Failure via Cryptocurrency Transaction Traceability,,,2.1,,,attack-pattern,,"The object contains a detailed description of an attack pattern related to operational security failure via cryptocurrency transaction traceability. IntelBroker, a platform often used for its privacy features, made a critical mistake when accepting Bitcoin for a transaction. Unlike Monero, which is designed to maintain anonymity, the blockchain of Bitcoin is publicly traceable, allowing law enforcement to follow the transaction trail and link it to his real-world identity. This lapse in operational security directly contributed to IntelBroker's identification and arrest, highlighting the importance of selecting the right cryptocurrency for maintaining anonymity during illicit operations.

The attack pattern highlights the vulnerability of using publicly traceable cryptocurrencies like Bitcoin, which can compromise the anonymity of an individual involved in illicit activities. By analyzing this attack pattern, it is possible to understand the risks associated with using certain cryptocurrencies in operational security contexts and take steps to mitigate these risks. The description also emphasizes the significance of choosing the right cryptocurrency for maintaining privacy during sensitive operations.

Overall, the attack pattern provides valuable insights into the importance of operational security and the need to carefully select cryptocurrencies that can provide adequate anonymity in illicit activities."
,2026-01-20T06:29:01.443488Z,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,"Authorities were able to correlate IntelBroker’s personal IP address with his hacking activities by observing his online behavior. Specifically, they noted that he watched certain YouTube videos and then immediately posted related content to his hacking forum account. This behavioral linkage provided investigators with evidence connecting his real identity to his cyber persona, demonstrating a custom technique of attribution through cross-platform activity monitoring and temporal analysis.",,,attack-pattern--8b172850-3f6a-4260-74ff-bcb356866371,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-20T06:29:01.443488Z,Linking Personal IP Address to Hacking Activities via Behavioral Analysis,,,2.1,,,attack-pattern,,"The object contains information about a specific attack pattern identified by the creators of the Open Threat Exchange (OTX) system, which is a platform for threat intelligence sharing. This particular attack pattern, named ""Linking Personal IP Address to Hacking Activities via Behavioral Analysis"", involves authorities correlating an individual's personal IP address with their online behavior, including watching certain YouTube videos and immediately posting related content on their hacking forum account.

The technique used in this attack pattern is based on cross-platform activity monitoring and temporal analysis, which allows investigators to connect a person's real identity to their cyber persona. This custom method of attribution provides valuable evidence in linking the individual's IP address with their hacking activities.

The attack pattern falls under the MITRE ATT&CK framework, which categorizes security threats into different phases. In this case, the attack pattern is classified as falling within the ""Defense-Evasion"" phase, indicating that it involves evasion techniques used by attackers to avoid detection by security systems.

Unfortunately, the available information does not provide further details on the specific goals or motivations behind this attack pattern, such as financial gain or political agendas. Additionally, there is no information provided on the sophistication level of this technique or the types of malware associated with it."
,2026-01-20T06:29:10.904056Z,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,"Endurance is a malicious software strain developed by IntelBroker using C#. While often labeled as ransomware, it primarily functions as a wiper, overwriting and permanently deleting target files rather than encrypting them. It was used to compromise several US government agencies.",,,malware--ddf1996b-26d2-89e4-9efa-7b6b80bb4801,,True,,"[""wiper"", ""ransomware""]",2026-01-20T06:29:10.904056Z,Endurance,,,2.1,,,malware,"[""data-exfiltration"", ""encryption""]","The object contains information about a malicious software strain known as Endurance. This malware was developed by IntelBroker using C# programming language, and its primary function is to act as a wiper, overwriting and permanently deleting target files rather than encrypting them. It should be noted that while often labeled as ransomware, the actual behavior of Endurance deviates from this typical definition.

Endurance has been used to compromise several US government agencies, indicating its potential for widespread impact on critical infrastructure. According to the available data, Endurance belongs to a specific family of malware with the designation 'is_family: True'. However, no further details are provided about this classification or how it relates to other similar strains.

It is essential to recognize that Endurance operates under the umbrella of two distinct types of malware: wipers and ransomware. The latter refers to malicious software designed to encrypt a victim's files, while wipers remove, modify, or destroy data without encryption. Given its primary function as a wiper, it can be inferred that Endurance is less likely to engage in file encryption.

In terms of sophistication, the malware's capabilities and behavior are not specified in the provided information. However, the lack of clarity surrounding these aspects necessitates further investigation to fully understand the nature and potential implications of this malicious software strain.

Overall, the object contains a wealth of information about Endurance, a highly concerning piece of malicious software with a unique set of characteristics that warrant close examination and scrutiny."
