aliases,created,created_by_ref,description,external_references,goals,id,identity_class,indicator_types,is_family,kill_chain_phases,malware_types,modified,name,pattern,pattern_type,pattern_version,primary_motivation,sophistication,spec_version,threat_actor_types,tool_types,type,valid_from,x_capabilities,summary
,2026-01-20T20:13:22.895622Z,,r136a1.dev is the publisher of this threat intelligence report. STIXed by TI Mindmap HUB.,,,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,organization,,,,,2026-01-20T20:13:22.895622Z,r136a1.dev,,,,,,2.1,,,identity,,,"The object contains a threat intelligence report detailing various attributes of an organization. The organization's name is 'r136a1.dev', which serves as the publisher of this threat intelligence report. This report has been STIXed, indicating that it follows the STIX (Standard Threat Intelligence eXchange) standard.

The description provided indicates that r136a1.dev deviates from conventional naming conventions in its identifier or label. It is a member of the organization type, further specifying its classification as an entity within this framework.

There are also references to external sources related to this report, which have been taken into account during its creation and validation process."
,2026-01-20T20:13:22.895622Z,,TI Mindmap HUB is an AI-powered threat intelligence platform that generates STIX bundles from OSINT sources.,,,identity--fbd192cb-0ab2-33e3-92cc-c2456bf8d439,organization,,,,,2026-01-20T20:13:22.895622Z,TI Mindmap HUB,,,,,,2.1,,,identity,,,"The object contains information about a threat intelligence platform called TI Mindmap HUB. It is described as an AI-powered platform that generates STIX bundles from Open-Source Intelligence (OSINT) sources, indicating its ability to collect and analyze publicly available data to identify potential security threats.

Additionally, the platform's primary motivation is not specified, but it does have a sophisticated approach, which suggests its capabilities extend beyond basic threat detection. The object also provides information about various categories of threats and tools that can be associated with the platform, such as malware types, kill chain phases, and tool types.

Furthermore, TI Mindmap HUB's metadata includes information about its organization classification, indicating it is an organization-level identity. This suggests the platform has a structured approach to managing and analyzing threat intelligence data at a higher level of granularity than some other tools might provide."
,2026-01-20T20:13:24.881572Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: ipv4 - 185.126.255.132
Confidence: high
Notes: IP address used as the command-and-control (C2) server for Turla's Kazuar v3 loader. Hosts malicious payloads and receives victim data.",,,indicator--0de04146-bde0-4327-9862-44fe6aa068c4,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.881572Z,IPV4: 185.126.255.132,[ipv4-addr:value = '185.126.255.132'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.881572Z,,"The object contains information about an Indicator of Compromise, specifically a malicious IP address associated with Turla's Kazuar v3 loader. This IP address, 185.126.255.132, is identified as the command-and-control (C2) server for the malicious activity, hosting and receiving victim data. The indicator has been classified as high-confidence due to its association with a known threat actor."
,2026-01-20T20:13:24.882731Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: domain-name - esetcloud.com
Confidence: high
Notes: Malicious domain used to imitate ESET and associated with the Kazuar C2 infrastructure. Certificate issued for this domain on the C2 server.",,,indicator--2f2dbd7e-e6fa-4655-ad26-0336ae8bd10d,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.882731Z,DOMAIN-NAME: esetcloud.com,[domain-name:value = 'esetcloud.com'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.882731Z,,"The object contains information about an indicator of compromise, specifically a malicious domain name used to imitate ESET and associated with the Kazuar C2 infrastructure. The domain name is esetcloud.com, which has been issued a certificate on the C2 server. The confidence level of this threat is high, indicating that it should be taken seriously."
,2026-01-20T20:13:24.885910Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: url - https://download.originalapk.com/wp-content/plugins/loginizer/styles/
Confidence: high
Notes: Compromised WordPress plugin path used by Kazuar BRIDGE payload for data exfiltration.",,,indicator--8f819fc3-ae5c-4d0a-aeaa-734a4cfccbfa,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.885910Z,URL: https://download.originalapk.com/wp-content/plugins/loginizer/styles/,[url:value = 'https://download.originalapk.com/wp-content/plugins/loginizer/styles/'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.885910Z,,"The object contains information about a URL that has been identified as a potential indicator of compromise. This URL, specifically the path 'https://download.originalapk.com/wp-content/plugins/loginizer/styles/', is related to a compromised WordPress plugin used by Kazuar BRIDGE payload for data exfiltration. The confidence level in this finding is high.

The purpose of this URL is associated with malicious activity. It has been categorized as an indicator based on its pattern, which matches the format '[url:value = ""https://download.originalapk.com/wp-content/plugins/loginizer/styles/""]'. This pattern type is described by STIX, a standard for sharing threat intelligence data.

This object does not specify any malware types or kill chain phases that it belongs to. It also doesn't have an associated family, motivation, sophistication level, spec version, valid from date, tool types, threat actor types, or external references linked to it.

In summary, the object contains information about a URL that is believed to be related to malicious activity, but does not provide detailed context beyond its relationship with compromised WordPress plugins and data exfiltration by Kazuar BRIDGE payload."
,2026-01-20T20:13:24.887360Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: url - https://portal.northernfruit.com/wp-content/plugins/file-away/core/
Confidence: high
Notes: Compromised WordPress plugin path used by Kazuar BRIDGE payload for data exfiltration.",,,indicator--50c657e7-cae7-4567-b29e-d55e02c697b5,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.887360Z,URL: https://portal.northernfruit.com/wp-content/plugins/file-away/core/,[url:value = 'https://portal.northernfruit.com/wp-content/plugins/file-away/core/'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.887360Z,,"The object contains a specific type of indicator, which is categorized under the category of malicious-activity. It is defined by a unique pattern that matches a URL value. The pattern is specified using the STIX standard and version 2.1. This pattern indicates that the given URL, https://portal.northernfruit.com/wp-content/plugins/file-away/core/, has been identified as being used for compromising purposes. Specifically, it was found to be exploited by a WordPress plugin in conjunction with a payload called Kazuar BRIDGE for data exfiltration."
,2026-01-20T20:13:24.887716Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: url - https://arianeconseil.online/wp-includes/sitemaps/html/
Confidence: high
Notes: Compromised WordPress plugin path used by Kazuar BRIDGE payload for data exfiltration.",,,indicator--a2cf3658-ce67-4a0d-adbc-602cd27bb8e7,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.887716Z,URL: https://arianeconseil.online/wp-includes/sitemaps/html/,[url:value = 'https://arianeconseil.online/wp-includes/sitemaps/html/'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.887716Z,,"The object contains information about a malicious URL indicator, specifically a compromised WordPress plugin path used by Kazuar BRIDGE payload for data exfiltration. The URL in question is https://arianeconseil.online/wp-includes/sitemaps/html/. The confidence level associated with this indicator is high, and it falls under the category of ""malicious-activity"". The object also provides a pattern to identify this URL, which is represented by [url:value = 'https://arianeconseil.online/wp-includes/sitemaps/html/']. This pattern follows the STIX format version 2.1."
,2026-01-20T20:13:24.890596Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: sha256 - 3db10e71dab8710fb69b5c65c48382f43be3e4c79456d7a7abd5a7059873f581
Confidence: high
Notes: SHA-256 hash of the initial VBScript file (8RWRLT.vbs) used to download and execute Kazuar loader components.",,,indicator--3f58ff3e-a543-48dc-ab96-ed2e0e0f6fb7,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.890596Z,SHA256: 3db10e71dab8710fb69b5c65c48382f43be3e4c79456d7a7abd5a7059873f581,[file:hashes.'SHA-256' = '3db10e71dab8710fb69b5c65c48382f43be3e4c79456d7a7abd5a7059873f581'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.890596Z,,"The object contains information about an Indicator of Compromise, specifically a SHA256 hash of the initial VBScript file used to download and execute Kazuar loader components. The hash is identified as '3db10e71dab8710fb69b5c65c48382f43be3e4c79456d7a7abd5a7059873f581'. The object's confidence level in this indicator is high, indicating a strong likelihood of the hash being related to malicious activity."
,2026-01-20T20:13:24.890915Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: sha256 - 69908f05b436bd97baae56296bf9b9e734486516f9bb9938c2b8752e152315d4
Confidence: high
Notes: SHA-256 hash of the native loader DLL (hpbprndiLOC.dll) responsible for decrypting and executing Kazuar payloads.",,,indicator--c8332e76-058a-4b5e-b244-f1192a45fd32,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.890915Z,SHA256: 69908f05b436bd97baae56296bf9b9e734486516f9bb9938c2b8752e152315d4,[file:hashes.'SHA-256' = '69908f05b436bd97baae56296bf9b9e734486516f9bb9938c2b8752e152315d4'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.890915Z,,"The object contains information about a security indicator, specifically a malicious file hash, identified by the SHA-256 hash value of 69908f05b436bd97baae56296bf9b9e734486516f9bb9938c2b8752e152315d4. The confidence level associated with this hash is high, indicating that it is likely to be a legitimate indicator of compromise. 

This specific file has been identified as the native loader DLL responsible for decrypting and executing Kazuar payloads, which suggests that it poses a significant threat to security systems. The notes provided further explain the significance of this file by highlighting its SHA-256 hash value.

There are no external references available for this indicator, nor is there any information regarding family affiliation or malware types. However, the pattern associated with this hash indicates that it can be detected using a specific Stix pattern type and version 2.1 specification. 

The primary motivation behind identifying this file as malicious is not explicitly stated in the provided metadata."
,2026-01-20T20:13:24.892571Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: sha256 - 866824f2474ad603576b12b83831b2acc12d378f0ef4d0b20df10639b04c44da
Confidence: high
Notes: SHA-256 hash of the COM-visible .NET assembly (jtjdypzmb.yqg) used to bridge native loader and Kazuar payloads.",,,indicator--d6efb40c-7e5e-41f6-bdfd-f3a924352dfc,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.892571Z,SHA256: 866824f2474ad603576b12b83831b2acc12d378f0ef4d0b20df10639b04c44da,[file:hashes.'SHA-256' = '866824f2474ad603576b12b83831b2acc12d378f0ef4d0b20df10639b04c44da'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.892571Z,,"The object contains a detailed description of an indicator, which is classified as malicious activity. The indicator's pattern matches the SHA-256 hash of a .NET assembly file used to bridge native loader and Kazuar payloads. A high level of confidence has been assigned to this indicator, suggesting that it is likely to be associated with malicious activity.

The purpose of this indicator appears to be related to identifying and analyzing potential threats in cybersecurity contexts. However, the primary motivation or goal behind its creation is currently unknown.

Additionally, there is no information available on the sophistication level of this indicator, which could indicate whether it was designed to evade detection by security systems. The tool types associated with this indicator are also unclear.

The threat actors that may use this indicator are not specified, but it can be used to identify potential malicious activity related to .NET assemblies and their SHA-256 hashes."
