aliases,created,created_by_ref,description,external_references,goals,id,identity_class,is_family,kill_chain_phases,malware_types,modified,name,primary_motivation,sophistication,spec_version,threat_actor_types,tool_types,type,x_capabilities
,2026-01-20T06:28:21.529241Z,,Picus Security is the publisher of this threat intelligence report. STIXed by TI Mindmap HUB.,,,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,organization,,,,2026-01-20T06:28:21.529241Z,Picus Security,,,2.1,,,identity,
,2026-01-20T06:28:21.529241Z,,TI Mindmap HUB is an AI-powered threat intelligence platform that generates STIX bundles from OSINT sources.,,,identity--fbd192cb-0ab2-33e3-92cc-c2456bf8d439,organization,,,,2026-01-20T06:28:21.529241Z,TI Mindmap HUB,,,2.1,,,identity,
,2026-01-20T06:29:01.442984Z,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,"IntelBroker developed and deployed a malicious software strain named Endurance, written in C#. While commonly mislabeled as ransomware, Endurance primarily functioned as a wiper. Instead of encrypting files for ransom, it was designed to overwrite and permanently delete targeted files, causing irrecoverable data loss. This destructive technique was used against several US government agencies, indicating a focus on sabotage and operational disruption rather than financial extortion. The deployment of Endurance demonstrates a deliberate intent to maximize impact by erasing critical data, making recovery impossible and severely affecting victim organizations’ business continuity.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1485/"", ""external_id"": ""T1485""}]",,attack-pattern--9e3eeedc-f90d-58b6-5dd2-f03f50fe82b5,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""impact""}]",,2026-01-20T06:29:01.442984Z,Wiper Malware Deployment (Endurance),,,2.1,,,attack-pattern,
,2026-01-20T06:29:01.443075Z,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,"IntelBroker leveraged the CVE-2026-21858 vulnerability in the n8n automation platform to achieve remote code execution on target systems. By exploiting this flaw, the attacker could execute arbitrary commands, deploy malware, or manipulate system configurations without needing valid credentials. This technique allowed for initial access and further compromise of vulnerable infrastructure, serving as a launchpad for subsequent malicious activities such as data exfiltration or wiper deployment. The use of a zero-day or newly disclosed RCE vulnerability demonstrates a sophisticated approach to breaching defenses and expanding foothold within target environments.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1203/"", ""external_id"": ""T1203""}]",,attack-pattern--8727d89a-3870-7312-b1e3-d08737b0f2a2,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-20T06:29:01.443075Z,Remote Code Execution via n8n CVE-2026-21858,,,2.1,,,attack-pattern,
,2026-01-20T06:29:01.443132Z,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,"IntelBroker exploited vulnerabilities CVE-2025-55182 and CVE-2025-66478 in the React Flight Protocol to gain remote code execution capabilities. By targeting these specific flaws, the attacker could run arbitrary code on affected systems, bypassing standard authentication and security controls. This enabled the deployment of malicious payloads, lateral movement, and persistent access. The exploitation of multiple vulnerabilities in widely used protocols highlights the attacker’s technical acumen and ability to rapidly weaponize emerging threats for initial compromise and further penetration.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1203/"", ""external_id"": ""T1203""}]",,attack-pattern--8727d89a-3870-7312-b1e3-d08737b0f2a2,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-20T06:29:01.443132Z,Remote Code Execution via React Flight Protocol CVE-2025-55182 and CVE-2025-66478,,,2.1,,,attack-pattern,
,2026-01-20T06:29:01.443184Z,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,"IntelBroker utilized the CVE-2025-64446 vulnerability in FortiWeb, which involves a path traversal flaw that can be chained to achieve remote code execution. By manipulating file paths, the attacker could access restricted directories and execute unauthorized commands, gaining control over the affected web application. This technique facilitated initial access and allowed for the deployment of further malicious tools, such as wipers or data exfiltration modules. The chaining of path traversal with RCE demonstrates a multi-step exploitation process tailored to maximize the impact on web-facing infrastructure.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1203/"", ""external_id"": ""T1203""}]",,attack-pattern--8727d89a-3870-7312-b1e3-d08737b0f2a2,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-20T06:29:01.443184Z,Path Traversal Leading to Remote Code Execution (FortiWeb CVE-2025-64446),,,2.1,,,attack-pattern,
,2026-01-20T06:29:01.443234Z,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,"IntelBroker’s campaigns included targeted data exfiltration modules designed to extract sensitive information from common document file types such as PDF, XLS(X), and DOC(X). These modules systematically searched for and exported files containing valuable data, including personally identifiable information (PII), financial records, and PCI data. By focusing on widely used formats, the attacker ensured maximum coverage and impact, often automating the process to efficiently harvest large volumes of confidential documents for sale or public leak on BreachForums.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1005/"", ""external_id"": ""T1005""}]",,attack-pattern--583bf174-7836-8d75-fad9-b51f43d5d35a,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""collection""}]",,2026-01-20T06:29:01.443234Z,"Data Exfiltration via Document File Types (PDF, XLSX, DOCX)",,,2.1,,,attack-pattern,
,2026-01-20T06:29:01.443315Z,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,"IntelBroker operated as a major trafficker of stolen data on BreachForums, posting over 150 threads to sell or leak compromised information. After becoming the site’s owner, he facilitated the exchange of sensitive data, including government and financial records, to a wide audience of cybercriminals. This technique involved not only the collection and exfiltration of data but also its monetization and public exposure, amplifying the damage to victims and increasing the threat actor’s reputation within the underground community.",,,attack-pattern--0975a8bc-cd55-9ac2-adc3-981b4f7c9313,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""exfiltration""}]",,2026-01-20T06:29:01.443315Z,Data Trafficking and Leak via BreachForums,,,2.1,,,attack-pattern,
,2026-01-20T06:29:01.443408Z,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,"IntelBroker typically used Monero for its privacy features when selling stolen data. However, a critical operational security lapse occurred when he accepted Bitcoin for a transaction. Unlike Monero, Bitcoin’s blockchain is publicly traceable, allowing law enforcement to follow the transaction trail and link it to his real-world identity. This mistake directly contributed to his identification and arrest, highlighting the importance of cryptocurrency selection in maintaining anonymity during illicit operations.",,,attack-pattern--287b4001-837f-97ac-8f6c-a90609085cdf,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-20T06:29:01.443408Z,Operational Security Failure via Cryptocurrency Transaction Traceability,,,2.1,,,attack-pattern,
,2026-01-20T06:29:01.443488Z,identity--f1be7709-fba2-d868-7b6d-195b75222c5e,"Authorities were able to correlate IntelBroker’s personal IP address with his hacking activities by observing his online behavior. Specifically, they noted that he watched certain YouTube videos and then immediately posted related content to his hacking forum account. This behavioral linkage provided investigators with evidence connecting his real identity to his cyber persona, demonstrating a custom technique of attribution through cross-platform activity monitoring and temporal analysis.",,,attack-pattern--8b172850-3f6a-4260-74ff-bcb356866371,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-20T06:29:01.443488Z,Linking Personal IP Address to Hacking Activities via Behavioral Analysis,,,2.1,,,attack-pattern,
