aliases,created,created_by_ref,description,external_references,goals,id,identity_class,is_family,kill_chain_phases,malware_types,modified,name,primary_motivation,sophistication,spec_version,threat_actor_types,tool_types,type,x_capabilities
,2026-01-14T21:50:59.819822Z,,Jamf Threat Labs is the publisher of this threat intelligence report. STIXed by TI Mindmap HUB.,,,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,organization,,,,2026-01-14T21:50:59.819822Z,Jamf Threat Labs,,,2.1,,,identity,
,2026-01-14T21:50:59.819822Z,,Shen Yuan and Nir Avraham is the primary author of this threat intelligence report. STIXed by TI Mindmap HUB.,,,identity--b3a6bc16-97d2-650e-ede8-d111bbdcb5d5,individual,,,,2026-01-14T21:50:59.819822Z,Shen Yuan and Nir Avraham,,,2.1,,,identity,
,2026-01-14T21:50:59.819822Z,,TI Mindmap HUB is an AI-powered threat intelligence platform that generates STIX bundles from OSINT sources.,,,identity--fbd192cb-0ab2-33e3-92cc-c2456bf8d439,organization,,,,2026-01-14T21:50:59.819822Z,TI Mindmap HUB,,,2.1,,,identity,
,2026-01-14T21:51:22.337634Z,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"Predator spyware implements a sophisticated error code taxonomy (301-311) that allows operators to diagnose exactly why an implant deployment failed. When an anti-analysis check is triggered, the implant does not simply terminate; it reports a specific error code to the command-and-control infrastructure, then cleans up and exits. This enables operators to distinguish between failures caused by security tools, developer mode, jailbreak detection, geographic restrictions, or multiple instance detection, among others. The system is designed to provide precise feedback, transforming failed deployments into actionable diagnostic events. The non-sequential numbering and missing codes suggest extensibility and shared taxonomy across Intellexa products, allowing for variant-specific or deprecated checks.",,,attack-pattern--eba1fcee-766b-9d9e-a8d4-c4ffe0038074,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-14T21:51:22.337634Z,Error Code Taxonomy for Granular Anti-Analysis Reporting,,,2.1,,,attack-pattern,
,2026-01-14T21:51:22.337755Z,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"Predator uses the getCountNames() function to enumerate all running processes on the device using sysctl and proc_pidpath APIs. It specifically counts how many processes are running from the staging directory (/private/var/tmp/). If two or more instances are detected, the implant reports error code 311 and aborts. This technique is designed to prevent researchers from running multiple analysis instances simultaneously, thereby limiting the ability to perform parallel reverse engineering or sandboxing. By monitoring its own presence, Predator ensures only a single instance operates, reducing the risk of detection and analysis.",,,attack-pattern--c5f9e2de-b8ab-12e5-b9bb-37da48270c32,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-14T21:51:22.337755Z,Multiple Instance Detection via Process Enumeration,,,2.1,,,attack-pattern,
,2026-01-14T21:51:22.337840Z,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"The implant includes a targeted check for iOS Developer Mode, which is commonly enabled by security researchers and developers. The is_developer() function calls sysctlbyname(""security.mac.amfi.developer_mode_status"") to determine if Developer Mode is active. If detected, Predator aborts execution and reports the event to its operators. This approach allows the spyware to avoid environments likely to be used for analysis or research, reducing the risk of exposure and reverse engineering. By specifically targeting a feature introduced for research purposes, Predator demonstrates an awareness of its threat landscape and adapts its deployment accordingly.",,,attack-pattern--d8cb0e0c-6a49-c105-e449-5cd22480c4c8,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-14T21:51:22.337840Z,Developer Mode Detection Using sysctlbyname,,,2.1,,,attack-pattern,
,2026-01-14T21:51:22.338004Z,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"Predator employs the is_not_phone() function to detect jailbroken devices by checking for the existence of specific files and directories associated with jailbreak tools and package managers. It uses the access() syscall to look for paths such as /bin/bash, /private/var/tmp/cydia.log, /Applications/Cydia.app, /private/var/lib/apt/, /private/var/lib/cydia, /etc/apt, and /private/var/stash. Additionally, it checks if /bin/ contains more than two entries, which is atypical for stock iOS. If any indicators are found, Predator reports the detection and aborts. This method helps the spyware avoid environments where its behavior could be more easily analyzed or modified.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1516/"", ""external_id"": ""T1516""}]",,attack-pattern--e71c4a48-98a2-c09c-695f-ec38f4af7d92,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-14T21:51:22.338004Z,Jailbreak Detection via File and Directory Checks,,,2.1,,,attack-pattern,
,2026-01-14T21:51:22.338100Z,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"Predator incorporates a geographic restriction mechanism that checks the device's locale settings to avoid executing on devices located in the United States or Israel. If the locale matches either of these jurisdictions, the implant reports error code 309 and refuses to execute. This technique is likely implemented to avoid legal or political repercussions and to reduce the risk of exposure in regions with advanced cybersecurity capabilities. By restricting its operational footprint, Predator minimizes the likelihood of detection by well-resourced organizations and researchers.",,,attack-pattern--f28a0e61-b87c-3e5c-0d1d-45064d9ba331,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-14T21:51:22.338100Z,Geographic Restriction Based on Locale Settings,,,2.1,,,attack-pattern,
,2026-01-14T21:51:22.338944Z,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"Predator includes an undocumented crash reporter monitoring system designed to detect if crash logs or crash reporting tools are active on the device. This system enables the implant to identify when its own failures or abnormal terminations are being logged, which could provide valuable forensic evidence to researchers or incident responders. Upon detection, Predator can clean up traces and abort execution, thereby minimizing the forensic footprint and complicating post-infection analysis. This anti-forensics capability is a sophisticated addition to the spyware's defense-evasion arsenal.",,,attack-pattern--94f70ba6-9de2-de28-0736-1fe4e8b3da21,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-14T21:51:22.338944Z,Crash Reporter Monitoring for Anti-Forensics,,,2.1,,,attack-pattern,
,2026-01-14T21:51:22.339118Z,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"Predator hooks into the iOS SpringBoard process to suppress or hide recording indicators that would normally alert the victim to ongoing audio or screen recording. By modifying the behavior of system UI elements, the spyware ensures that its surveillance activities remain covert and undetectable to the user. This technique directly targets user awareness and leverages deep integration with the operating system to evade detection. The use of SpringBoard hooking demonstrates advanced technical capability and a focus on stealth.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1556/001/"", ""external_id"": ""T1556.001""}]",,attack-pattern--a88ce0ca-2c85-c06f-3a24-068e755d1521,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-14T21:51:22.339118Z,SpringBoard Hooking to Hide Recording Indicators,,,2.1,,,attack-pattern,
