summary,id,type
"The object contains a threat intelligence report related to an organization named AhnLab Security Intelligence Center (ASEC). The description of this organization is provided by the AhnLab SEcurity intelligence Center, which is its publisher. According to the report, ASEC is responsible for STIXed content and has been mapped to TI Mindmap HUB. Unfortunately, no specific malware types, kill chain phases, or sophistication level associated with this organization can be identified due to the presence of 'nan' values in the relevant fields.",identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,identity
"The object contains information about a threat intelligence platform called TI Mindmap HUB. The platform is described as an AI-powered tool that generates STIX bundles from OSINT sources, indicating its ability to analyze and process open-source intelligence data. Furthermore, the platform's primary function is to provide a centralized hub for mind mapping, suggesting its use in visualizing and organizing threat-related information.",identity--fbd192cb-0ab2-33e3-92cc-c2456bf8d439,identity
"The object contains an attack pattern related to brute force and credential stuffing on MS-SQL servers. The attackers target externally exposed database servers that have weak or default passwords, employing brute force and dictionary attacks to gain unauthorized access. They use automated tools to rapidly test large numbers of username and password combinations until access is achieved.

This initial access vector is a recurring theme in the observed incidents, as attackers leverage the fact that many database servers are configured with simple or guessable passwords. The campaign exploits this vulnerability, making the servers highly susceptible to automated credential attacks.

The attack pattern specifically targets MS-SQL servers, where the attackers use brute force and dictionary attacks to gain login access. Once login is successful, they proceed to execute further malicious activities.

The observed incidents highlight the importance of using strong and unique passwords for database servers to prevent such attacks. The use of automated tools by threat actors emphasizes the need for robust security measures to detect and respond to such threats in a timely manner.

The attack pattern is categorized under the MITRE Attack framework, with a technique ID of T1110.001, which is specifically related to the initial access phase. This indicates that the attack pattern falls within the initial access phase of the kill chain, where the primary goal is to gain initial access into the system or network.

Overall, this attack pattern highlights the need for robust security measures and regular password management practices to prevent brute force and credential stuffing attacks on MS-SQL servers.",attack-pattern--c3179ce8-b703-d23e-e235-0ae798fa0d3a,attack-pattern
"The object contains information about a specific attack pattern known as CLR Shell Execution for Payload Deployment. This technique involves gaining access to an MS-SQL server and utilizing the CLR (Common Language Runtime) Shell method to execute arbitrary commands and deploy additional payloads.

The attackers leverage SQL Server's ability to run .NET code, allowing them to execute system-level commands directly from the database context. This enables the installation of further malware, such as backdoors, privilege escalation tools, and remote access utilities. The consistent use of CLR Shell by the attackers suggests a preference for leveraging built-in server functionalities to maintain stealth and flexibility in their operations.

The external references provided highlight that this attack pattern has been documented by the MITRE Attack database, specifically under technique T1505/002. This information provides additional context about the attack pattern and its characteristics.

Overall, CLR Shell Execution for Payload Deployment is a sophisticated attack pattern that exploits the capabilities of SQL Server to execute arbitrary commands and deploy malicious payloads.",attack-pattern--3d58c97e-d8e3-46a3-b716-949415be5bfd,attack-pattern
"The object contains information about an attack pattern that leverages the Bulk Copy Program (BCP) utility to export malicious binaries stored in SQL tables to the local filesystem. Attackers inject or store malware payloads as binary objects in a database table and then use BCP commands to write these binaries to disk, specifying format files for proper extraction. This technique allows attackers to bypass traditional network-based delivery mechanisms and stage malware directly on the compromised server using legitimate administrative tools, thereby reducing the likelihood of detection by network security controls.

The attack pattern exploits vulnerabilities in the SQL tables and utilizes the BCP utility as a means to execute malicious operations without being detected by standard security measures. By injecting or storing malware payloads in database tables, attackers can avoid traditional network-based delivery mechanisms and instead use the compromised server's own tools to create local files containing the malicious content.

The attack pattern is characterized by its ability to bypass detection by network security controls, making it a sophisticated and evasive threat. The sophistication of this attack pattern lies in its use of legitimate administrative tools to stage malware on the compromised server, thereby avoiding traditional security measures designed to detect such activities.",attack-pattern--1b133d58-4f79-e08c-0006-ba87786f54cc,attack-pattern
"The object contains information about an attack pattern involving the use of legitimate command-line utilities like Curl, Bitsadmin, and PowerShell to download additional malicious payloads from remote servers. Following initial compromise, attackers utilize these tools to download malware components, including backdoors, miners, and remote access tools. This approach enables flexible and reliable delivery of malware while blending in with normal administrative activity and evading some endpoint protections.

The attack pattern utilizes specific URLs pointing to attacker-controlled infrastructure, which are invoked along with the downloaded files being saved to locations on the infected system. The use of these tools allows for a tailored delivery method that blends into legitimate network traffic.

According to external references, this attack pattern is classified under T1105 in the MITRE ATT&CK framework, indicating its alignment with specific techniques used by attackers to achieve their objectives.",attack-pattern--182cb842-ff8b-a8d7-aa43-448981d9c4f7,attack-pattern
"The object contains an attack pattern involving the installation of legitimate remote access software on compromised servers to establish persistent, interactive control. Attackers use widely recognized remote management tools like AnyDesk, RustDesk, and Teramind, which are deployed via silent installation commands and batch scripts often placed in system directories. This tactic allows attackers to maintain access even if other malware components are detected and removed.

The campaign also involves modifying registry keys to facilitate remote logon and creating new user accounts specifically for remote access, further entrenching their foothold on the compromised systems. The attack pattern is documented as part of a specific threat actor group, which has been assigned an external reference linking it to a particular Mitre-attack technique (T1219).",attack-pattern--1d74e0bd-50d8-89e8-14a9-2cfac7644e3d,attack-pattern
"The object contains information about an attack pattern known as ""Creation of New Local Users for RDP Access"". This technique involves using custom batch scripts to create new local user accounts, typically named 'Remote99', 'Ladmin', or 'erp2', which grant access to the system via Remote Desktop Protocol (RDP). The script also modifies system settings and registry keys to enable credential logon and facilitate remote access. 

The attacker uses this technique as part of a broader persistence and privilege escalation strategy, ensuring continued access and control over the compromised system even if the original account is disabled or removed. This attack pattern is documented in the MITRE-Attack framework, where it is classified under technique T1136/001.

In essence, the ""Creation of New Local Users for RDP Access"" attack pattern utilizes custom batch scripts to establish new privileged accounts, which provides a lasting means of exploitation even after the initial compromise has been addressed.",attack-pattern--4ad80e6b-7119-947c-a7df-86a53ec04113,attack-pattern
"The object contains information about an attack pattern involving the deployment of custom Rust-based scanner malware on infected servers. This malware is used to collect system information, scan for additional targets, gather IP and geolocation data via 'ip-api.com', and report this information to a command and control (C&C) server. The malware also performs targeted scans for RDP and MS-SQL services within the network, enabling lateral movement and identification of further vulnerable systems.

The attackers' use of custom-built scanners indicates a tailored approach to internal reconnaissance and expansion within compromised environments. This attack pattern is classified as part of the MITRE-attack technique T1046, which involves using external tools or resources, in this case, 'ip-api.com', to gather information about the target environment.

The malware's primary function is to enable lateral movement and identify further vulnerable systems within the network, making it a sophisticated attack pattern. The sophistication level of this attack pattern is not specified, but its use of custom-built scanners suggests a high level of expertise and effort on the part of the attackers.

Overall, this attack pattern highlights the potential for attackers to use custom-built malware to gather information about an organization's networks and systems, and to identify further vulnerabilities that can be exploited.",attack-pattern--507c5097-afe2-ccc0-e3f3-9421f6f3646d,attack-pattern
"The object contains a threat intelligence pattern related to the installation of proxyware and cryptocurrency mining software on compromised servers. This technique is used by attackers to monetize the resources of the infected server, generating revenue by sharing its available internet bandwidth with external parties or exploiting CPU resources to mine cryptocurrency.

Proxyware allows the attacker to harness the server's internet connectivity to generate revenue, while CoinMiner exploits the server's CPU resources to mine cryptocurrency. This monetization technique is often deployed alongside other malware, maximizing the financial gain from each compromised asset and running covertly in the background to avoid detection.

The attack pattern is characterized by its sophistication level, which is currently unknown, as well as its primary motivation, which remains unspecified. The threat actor type and tool types associated with this attack pattern are also unknown. Additionally, the malware types used in this attack pattern have not been identified.

This attack pattern fits into the kill chain phases, specifically the impact phase, and has been linked to a specific Mitre-attack technique (T1496). It is considered an attack pattern rather than a family of attacks, as its sophistication level and primary motivation are currently unknown.",attack-pattern--c78bd3f3-4ff8-25bd-465c-9b60ec9be72f,attack-pattern
